id,name,country,coverage,platform_type,procurement_intelligence_score,procurement_intelligence_band,procurement_model,supplier_actions,foreign_eligibility_state,electronic_submission,browser_check_state,evidence_level,best_for
id-sikap,SIKaP (Sistem Informasi Kinerja Penyedia),indonesia,national,national-procurement,42,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,BOT_PROTECTION,VERIFIED,local-sme
id-sirup,SIRUP (Sistem Informasi Rencana Umum Pengadaan),indonesia,national,national-procurement,42,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,BOT_PROTECTION,VERIFIED,local-sme
id-spse,SPSE (Sistem Pengadaan Secara Elektronik) — SPSE Nasional,indonesia,national,national-procurement,,NOT_YET_SCORED,authorized-marketplace-or-tenant,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,UNKNOWN,local-sme; industrial-supplier; manufacturer
ie-etenders,eTenders,ireland,national,national-procurement,43,MODERATE,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,manufacturer; industrial-supplier; eu-company
il-government-challenges-ar,זירת האתגרים הממשלתית (Government Challenges Arena),israel,national,national-procurement,48,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme
il-government-procurement-a,מינהל הרכש הממשלתי (Government Procurement Administration),israel,national,national-procurement,71,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; logistics
il-israel-ministry-of-defen,משרד הביטחון – אתר סחר אלקטרוני (Israel Ministry of Defense e-Commerce / procurement site),israel,national,sector-procurement,54,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; engineering; manufacturer
it-anac-piattaforma-di,ANAC Piattaforma di Pubblicità a Valore Legale (PVL) — national legal-publicity notice platform,italy,national,national-procurement,38,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,SCRIPT_RENDERED,OBSERVABLE,local-sme
it-acquisti-in-rete,"Acquisti in Rete PA — Consip e-procurement portal (MePA, convenzioni, accordi quadro, SDAPA, gare in ASP)",italy,national,national-procurement,76,STRONG,discovery-only,SEARCH,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,b2b-saas; manufacturer; exporter
jp-government-procurement-information-website,Government Procurement Information Website,japan,national,national-procurement,38,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,TRANSPORT_FAILURE,OBSERVABLE,local-sme
jp-jica-procurement-information,JICA Procurement Information (JICA 調達情報 / 公告・公示情報),japan,institutional,institutional-procurement,91,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS; SUBMIT_ELECTRONICALLY; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,yes,UNSPECIFIED,VERIFIED,energy; healthcare; professional-services
jp-ppi,入札情報サービス（PPI）,japan,national,sector-procurement,61,GOOD,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
jp-njss,入札情報速報サービス NJSS,japan,national,commercial-aggregator,33,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,
jp-platform-3,国土交通省電子入札システム,japan,national,sector-procurement,56,GOOD,full-electronic-procurement,SUBMIT_ELECTRONICALLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,local-sme
jp-platform-6,大阪府電子調達システム（大阪府電子契約ポータルサイト）,japan,regional,regional-procurement,56,GOOD,registration-system,REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier
jp-platform-2,官公需情報ポータルサイト,japan,national,national-procurement,61,GOOD,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
jp-japanese-government-proc,政府公共調達データベース (Japanese Government Procurement),japan,national,national-procurement,61,GOOD,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
jp-platform-4,東京都電子調達システム,japan,regional,regional-procurement,64,GOOD,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; b2b-saas
jp-platform-5,東京電子自治体共同運営サービス 電子調達サービス,japan,municipal,municipal-procurement,62,GOOD,discovery-only,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; b2b-saas
jp-platform,調達ポータル,japan,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
jo-royal-jordanian-procurement-website,Royal Jordanian Procurement Website (الملكية الأردنية),jordan,institutional,institutional-procurement,74,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,professional-services; industrial-supplier; healthcare
jo-joneps-jordan-online-e-p,نظام الشراء الإلكتروني الأردني (JONEPS — Jordan Online E-Procurement System),jordan,national,national-procurement,89,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,construction; local-sme; b2b-saas
ke-ifmis-supplier-portal,IFMIS Supplier Portal,kenya,national,national-procurement,37,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,
ke-ppip,PPIP — Public Procurement Information Portal,kenya,national,national-procurement,71,STRONG,discovery-plus-registration,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,SCRIPT_RENDERED,VERIFIED,local-sme; industrial-supplier; professional-services
ke-e-gp-kenya,e-GP Kenya — Electronic Government Procurement System,kenya,national,national-procurement,37,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,TRANSPORT_FAILURE,VERIFIED,b2b-saas
xk-e-prokurimi,e-Prokurimi,kosovo,national,national-procurement,24,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,
kw-central-agency-for-publi,"الجهاز المركزي للمناقصات العامة (Central Agency for Public Tenders, CAPT)",kuwait,national,national-procurement,,NOT_YET_SCORED,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,BOT_PROTECTION,UNKNOWN,manufacturer; industrial-supplier
lv-eis,EIS — Elektronisko iepirkumu sistēma (Electronic Procurement System),latvia,national,national-procurement,86,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,local-sme; b2b-saas; industrial-supplier
lv-iub-publikaciju-vadibas,IUB Publikāciju vadības sistēma (PVS) — notice publication system,latvia,national,national-procurement,22,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,SCRIPT_RENDERED,OBSERVABLE,
lb-public-procurement-autho,هيئة الشراء العام — المنصة الإلكترونية المركزية (Public Procurement Authority central electronic platform),lebanon,national,national-procurement,54,GOOD,discovery-plus-documents,SEARCH; DOWNLOAD_DOCUMENTS,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,construction; local-sme; manufacturer
lt-cvp-is,"CVP IS — Centrinė viešųjų pirkimų informacinė sistema (new system, mandatory since 2024-12-01)",lithuania,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; eu-company
lt-cvpp,CVPP — Centrinis viešųjų pirkimų portalas (Central Public Procurement Portal),lithuania,national,national-procurement,65,STRONG,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme; eu-company
lu-portail-des-marches,Portail des marchés publics du Grand-Duché de Luxembourg (PMP),luxembourg,national,national-procurement,71,STRONG,discovery-plus-documents,SEARCH; DOWNLOAD_DOCUMENTS,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,construction; local-sme; eu-company
my-myprocurement,MyProcurement (Pusat Maklumat Perolehan Kerajaan),malaysia,national,national-procurement,,NOT_YET_SCORED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,TRANSPORT_FAILURE,UNKNOWN,
my-sarawak-government-etender-notices,Sarawak Government eTender Notices,malaysia,regional,regional-procurement,52,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
my-eperolehan,ePerolehan,malaysia,national,national-procurement,33,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,OBSERVABLE,
mt-etenders-malta,eTenders Malta – electronic Public Procurement System (ePPS),malta,national,national-procurement,93,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; eu-company
mx-compras-mx,Compras MX,mexico,national,national-procurement,44,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,b2b-saas; local-sme
mx-pemex,Pemex — Procedimientos de contratación,mexico,institutional,institutional-procurement,51,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,healthcare; manufacturer; industrial-supplier
mx-tianguis-digital,Tianguis Digital,mexico,regional,regional-procurement,67,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; logistics
md-achizitii,Achizitii.md,moldova,national,national-procurement,67,STRONG,authorized-marketplace-or-tenant,SEARCH,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; b2b-saas
md-mtender,MTender,moldova,national,national-procurement,54,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
md-mtender-state-e-procurement,MTender state e-procurement platform (mtender.md),moldova,national,national-procurement,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,b2b-saas; local-sme
md-e-licitatie,e-Licitație (e-licitatie.md),moldova,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
me-cejn,CeJN — Crnogorski elektronski sistem javnih nabavki,montenegro,national,national-procurement,,NOT_YET_SCORED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,UNKNOWN,
ma-portail-marocain-des-marches,Portail Marocain des Marchés Publics,morocco,national,national-procurement,76,STRONG,discovery-only,SEARCH,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,manufacturer; exporter; local-sme
na-central-procurement-board-of,Central Procurement Board of Namibia,namibia,national,national-procurement,57,GOOD,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,TRANSPORT_FAILURE,OBSERVABLE,local-sme; manufacturer; industrial-supplier
na-e-gp-system,e-GP System,namibia,national,national-procurement,24,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,TRANSPORT_FAILURE,VERIFIED,
np-electronic-government-procurement,Electronic Government Procurement (e-GP) System (Bolpatra),nepal,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
nl-tenderned,TenderNed,netherlands,national,national-procurement,,NOT_YET_SCORED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,UNKNOWN,
nz-gets,GETS — Government Electronic Tender Service,new-zealand,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; b2b-saas; industrial-supplier
nz-pae-hokohoko-marketplace,Pae Hokohoko | Marketplace (New Zealand Government Marketplace),new-zealand,national,national-procurement,67,STRONG,registration-system,REGISTER; DOWNLOAD_DOCUMENTS,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,local-sme; b2b-saas; engineering
ng-bpp-contractor-registration-system,BPP Contractor Registration System,nigeria,national,national-procurement,25,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,OBSERVABLE,
ng-nipex,NipeX,nigeria,national,sector-procurement,89,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,construction; local-sme; industrial-supplier
ng-pcoms,PCOMS - Procurement Compliance Monitoring Services,nigeria,national,national-procurement,77,STRONG,discovery-plus-documents,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,VERIFIED,local-sme; industrial-supplier; construction
mk-esjn,ЕСЈН — Електронски систем за јавни набавки,north-macedonia,national,national-procurement,24,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,
no-doffin,Doffin — Database for offentlige innkjøp,norway,national,national-procurement,61,GOOD,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,SCRIPT_RENDERED,VERIFIED,logistics; local-sme; it-software
om-esnad,إسناد (Esnad),oman,national,national-procurement,86,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
pk-e-pak-acquisition-and-disposal,e-Pak Acquisition and Disposal System (EPADS),pakistan,national,national-procurement,74,STRONG,full-electronic-procurement,REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier
pa-panamacompra,PanamaCompra,panama,national,national-procurement,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,b2b-saas; local-sme
py-portal-de-contrataciones-publicas,Portal de Contrataciones Públicas de la República del Paraguay,paraguay,national,national-procurement,89,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; SUBMIT_ELECTRONICALLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; engineering
py-tienda-virtual-dncp,Tienda Virtual DNCP,paraguay,national,national-procurement,44,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,b2b-saas; local-sme
pe-catalogos-electronicos-de-acuerdos,Catálogos Electrónicos de Acuerdos Marco,peru,national,national-procurement,48,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,b2b-saas; local-sme
pe-registro-nacional-de-proveedores,Registro Nacional de Proveedores (RNP),peru,national,national-procurement,36,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,no,WAF,VERIFIED,exporter
pe-seace,SEACE,peru,national,national-procurement,72,STRONG,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,yes,SCRIPT_RENDERED,VERIFIED,manufacturer; exporter; local-sme
ph-philgeps,PhilGEPS (Philippine Government Electronic Procurement System),philippines,national,national-procurement,77,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; industrial-supplier; manufacturer
ph-philgeps-bid-notices,PhilGEPS Bid Notices (PhilGEPS 1.5),philippines,national,national-procurement,59,GOOD,authorized-marketplace-or-tenant,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,local-sme; manufacturer; industrial-supplier
ph-philgeps-emarketplace,PhilGEPS eMarketplace,philippines,national,national-procurement,25,LIMITED,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,OBSERVABLE,
pl-ezamowienia,Platforma e-Zamówienia,poland,national,national-procurement,39,MODERATE,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,OBSERVABLE,manufacturer; industrial-supplier; eu-company
pt-base,BASE — Contratos Públicos Online,portugal,national,national-procurement,58,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; eu-company
qa-monaqasat,مناقصات (Monaqasat),qatar,national,national-procurement,,NOT_YET_SCORED,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,WAF,UNKNOWN,manufacturer; industrial-supplier
ro-seap,SEAP / SICAP,romania,national,national-procurement,58,GOOD,discovery-only,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,local-sme; eu-company; manufacturer
rw-umucyo,Umucyo,rwanda,national,national-procurement,81,EXCEPTIONAL,discovery-plus-documents,SEARCH; REGISTER; DOWNLOAD_DOCUMENTS,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; construction
sa-etimad,منصة اعتماد (Etimad),saudi-arabia,national,national-procurement,63,GOOD,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,local-sme; manufacturer; b2b-saas
rs-portal-javnih-nabavki,Portal javnih nabavki,serbia,national,national-procurement,20,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,UNSPECIFIED,OBSERVABLE,
sg-gebiz,GeBIZ (Government Electronic Business System),singapore,national,national-procurement,86,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,VERIFIED_ACCEPTED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; manufacturer
sk-eks,EKS – Elektronický kontraktačný systém (elektronické trhovisko),slovakia,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; b2b-saas; industrial-supplier
sk-is-evo,IS EVO – Elektronická platforma verejného obstarávania (EPVO),slovakia,national,national-procurement,71,STRONG,discovery-plus-documents,SEARCH; DOWNLOAD_DOCUMENTS,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,b2b-saas; construction; logistics
sk-vestnik-verejneho-obstaravania,Vestník verejného obstarávania (ÚVO portal – notices and registers),slovakia,national,national-procurement,65,STRONG,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme; eu-company
si-ejn,e-JN — Elektronsko javno naročanje,slovenia,national,national-procurement,28,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,
za-central-supplier-database,Central Supplier Database,south-africa,national,national-procurement,56,GOOD,registration-system,REGISTER,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme
za-dbsa-procurement-and-eprocurement,DBSA Procurement and eProcurement Supplier Portal,south-africa,institutional,development-bank,63,GOOD,corporate-procurement-transactional,REGISTER; DOWNLOAD_DOCUMENTS; SUBMIT_ELECTRONICALLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,energy; healthcare; professional-services
za-eskom-tender-bulletin,Eskom Tender Bulletin,south-africa,institutional,public-utility,39,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,BOT_PROTECTION,VERIFIED,professional-services; healthcare
za-eskom-e-tendering,Eskom e-Tendering,south-africa,institutional,public-utility,44,MODERATE,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,industrial-supplier; healthcare
za-eprocurement-solution,eProcurement Solution (ePS) – Western Cape Government,south-africa,regional,regional-procurement,38,MODERATE,unknown,MONITOR_ONLY,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,
za-etender-publication-portal,eTender Publication Portal,south-africa,national,national-procurement,65,STRONG,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme; manufacturer; industrial-supplier
kr-edcf-bid-information,"EDCF Bid Information (EDCF 입찰정보, Economic Development Cooperation Fund)",south-korea,institutional,development-bank,53,GOOD,registration-system,REGISTER,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,industrial-supplier; healthcare
kr-kepco-srm,KEPCO SRM,south-korea,institutional,public-utility,32,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,healthcare
kr-koica-e-procurement-system,KOICA e-Procurement System (KOICA 전자조달),south-korea,institutional,institutional-procurement,55,GOOD,corporate-procurement-surface,SEARCH,NOT_VERIFIED,unknown,NOT_REQUIRED,VERIFIED,healthcare; manufacturer; industrial-supplier
kr-d2b,국방전자조달시스템 (D2B),south-korea,national,sector-procurement,63,GOOD,discovery-only,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,OBSERVABLE,local-sme; manufacturer; b2b-saas
kr-koneps,나라장터 (KONEPS),south-korea,national,national-procurement,53,GOOD,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,VERIFIED_ACCEPTED,yes,SCRIPT_RENDERED,VERIFIED,b2b-saas; manufacturer; exporter
kr-platform,나라장터 쇼핑몰,south-korea,national,national-procurement,44,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,b2b-saas; local-sme
kr-s2b,학교장터 (S2B),south-korea,national,sector-procurement,44,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,UNSPECIFIED,OBSERVABLE,local-sme
kr-lh-e-procurement,한국토지주택공사 전자조달시스템 (LH e-Procurement),south-korea,institutional,institutional-procurement,28,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,SCRIPT_RENDERED,OBSERVABLE,healthcare
es-plataforma-de-contratacion,Plataforma de Contratación del Sector Público (PLACSP),spain,national,national-procurement,71,STRONG,discovery-plus-documents,SEARCH; DOWNLOAD_DOCUMENTS,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,construction; local-sme; eu-company
es-rolecsp-rolece,ROLECSP / ROLECE – Registro Oficial de Licitadores y Empresas Clasificadas del Sector Público,spain,national,national-procurement,37,MODERATE,registration-system,REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,no,UNSPECIFIED,OBSERVABLE,local-sme
lk-promise,PROMISe (Sri Lanka e-Government Procurement System),sri-lanka,national,national-procurement,29,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,BOT_PROTECTION,VERIFIED,
se-kommersannons-se,KommersAnnons.se,sweden,national,national-procurement,60,GOOD,discovery-only,SEARCH,NOT_VERIFIED,no,NOT_REQUIRED,VERIFIED,local-sme; eu-company; manufacturer
se-mercell-annonsdatabas,Mercell Annonsdatabas (TendSign),sweden,national,national-procurement,85,EXCEPTIONAL,full-electronic-procurement,SEARCH; REGISTER; SUBMIT_ELECTRONICALLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,OBSERVABLE,local-sme; industrial-supplier; eu-company
se-e-avrop,e-Avrop,sweden,national,national-procurement,81,EXCEPTIONAL,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,VERIFIED,local-sme; industrial-supplier; professional-services
ch-simap,simap.ch,switzerland,national,national-procurement,,NOT_YET_SCORED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,COOKIE_GATE,UNKNOWN,
tz-nest,NeST — National e-Procurement System of Tanzania,tanzania,national,national-procurement,48,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,b2b-saas; local-sme
th-egat-fprocurement,EGAT FProcurement,thailand,institutional,public-utility,32,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,healthcare
th-ptt-procurement,PTT Procurement,thailand,institutional,sector-procurement,32,LIMITED,unknown,MONITOR_ONLY,NOT_VERIFIED,unknown,NOT_REQUIRED,OBSERVABLE,healthcare
th-thai-sme-gp,THAI SME-GP,thailand,national,national-procurement,,NOT_YET_SCORED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,RESTRICTED,unknown,SCRIPT_RENDERED,UNKNOWN,
th-e-gp-electronic-governme,ระบบการจัดซื้อจัดจ้างภาครัฐ (e-GP – Electronic Government Procurement),thailand,national,national-procurement,44,MODERATE,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,WAF,OBSERVABLE,local-sme
tr-ekap,EKAP — Elektronik Kamu Alımları Platformu,turkey,national,national-procurement,20,LIMITED,unknown,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,unknown,UNSPECIFIED,OBSERVABLE,
ug-egp-uganda,EGP Uganda — Electronic Government Procurement,uganda,national,national-procurement,77,STRONG,discovery-plus-registration,SEARCH; REGISTER,NOT_VERIFIED,yes,NOT_REQUIRED,OBSERVABLE,local-sme; b2b-saas; industrial-supplier
ua-derzhzakupivli-online,Derzhzakupivli.Online (Держзакупівлі.Онлайн / DZO),ukraine,national,national-procurement,66,STRONG,authorized-marketplace-or-tenant,SEARCH; REGISTER; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,industrial-supplier; local-sme; manufacturer
ua-e-tender,E-tender,ukraine,national,national-procurement,37,MODERATE,authorized-marketplace-or-tenant,MONITOR_ONLY; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,BOT_PROTECTION,VERIFIED,
ua-izi-trade,IZI.TRADE,ukraine,national,national-procurement,55,GOOD,authorized-marketplace-or-tenant,SEARCH; REQUIRES_BROWSER_CHECK,NOT_VERIFIED,yes,SCRIPT_RENDERED,VERIFIED,manufacturer; b2b-saas; industrial-supplier
