research_rank,forum,url,status,domain_rating,country,primary_language,primary_topic,topics,forum_type,last_verified_at
260,IPUMS Forum - IPUMS data users,https://forum.ipums.org/,ACTIVE,76,,en,HEALTH_MEDICINE,HEALTH_MEDICINE,OTHER,2026-08-26
261,Lido Governance - Lido - The Ethereum Liquid Staking Community,https://research.lido.fi/,ACTIVE,76,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3,OTHER,2026-08-26
262,LOINC Community Forum,https://forum.loinc.org/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-27
263,"MorphMarket Reptile Community - A modern platform for reptile enthusiasts to share skills, knowledge and interests through ongoing conversation.",https://community.morphmarket.com/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,HOBBY_COMMUNITY,2026-08-26
264,NEAR Forum - NEAR's mission is to enable community-driven innovation to benefit people around the world. NEAR's platform provides decentralized storage and compute that is secure e,https://gov.near.org/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; MARKETING_SEO_GROWTH; FINANCE_INVESTING_BANKING; PROGRAMMING_DEVELOPMENT; EDUCATION_STUDENTS,HOBBY_COMMUNITY,2026-08-26
265,Netwrix Community - Home for all Netwrix users!,https://community.netwrix.com/,ACTIVE,76,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
266,OCaml,https://discuss.ocaml.org/,ACTIVE,76,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,2026-08-26
267,PurpleAir Community - Your Air Quality Forum,https://community.purpleair.com/,ACTIVE,76,,en,TRANSPORT_LOGISTICS,TRANSPORT_LOGISTICS,OTHER,2026-08-26
268,Pyth Developer Forum,https://dev-forum.pyth.network/,ACTIVE,76,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
269,Ray - Join the Ray community!,https://discuss.ray.io/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
270,SmartThings Community,https://community.smartthings.com/,ACTIVE,76,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-26
271,The Graph,https://forum.thegraph.com/,ACTIVE,76,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
272,Ultralytics,https://community.ultralytics.com/,ACTIVE,76,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
273,Waves Community Forum - Community for Music Production & Mixing,https://forum.waves.com/,ACTIVE,76,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
274,WD Community,https://community.wd.com/,ACTIVE,76,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
275,Bear Community,https://community.bear.app/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
276,Bitrise Discussions,https://discuss.bitrise.io/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
277,Celo Forum,https://forum.celo.org/,ACTIVE,75,,en,CRYPTO_WEB3,CRYPTO_WEB3; CYBERSECURITY_IT; EDUCATION_STUDENTS,OTHER,2026-08-26
278,ComfyUI,https://forum.comfy.org/,ACTIVE,75,,en,CYBERSECURITY_IT,CYBERSECURITY_IT,OTHER,2026-08-26
279,Creality Community Forum - forum.creality.com,https://forum.creality.com/,ACTIVE,75,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY; CONSUMER_DEALS_REVIEWS,INDUSTRY_COMMUNITY,2026-08-26
280,DeepTalk - Deep Learning Community,https://deeptalk.lambda.ai/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; AI_DATA; EDUCATION_STUDENTS,OTHER,2026-08-26
281,Defold game engine forum,https://forum.defold.com/,ACTIVE,75,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
282,Framework Community - Discussion and support for Framework products,https://community.frame.work/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
283,FreePBX Community Forums,https://community.freepbx.org/,ACTIVE,75,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
284,"gCaptain Forum - Maritime careers, USCG licensing, navy & shipping industry forum",https://forum.gcaptain.com/,ACTIVE,75,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CYBERSECURITY_IT; CAREERS_HR_RECRUITMENT; ENGINEERING; TRANSPORT_LOGISTICS,PROFESSIONAL_COMMUNITY,2026-08-26
285,"Le forum des Parents - Notre vie de Parents, le forum sur lequel on se parle de tout, sans chichis sans tabous",https://forum.parents.fr/,ACTIVE,75,,fr,SPORTS_FITNESS,SPORTS_FITNESS; PARENTING_FAMILY,HOBBY_COMMUNITY,2026-08-26
286,Manjaro Linux Forum,https://forum.manjaro.org/,ACTIVE,75,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS,HOBBY_COMMUNITY,2026-08-26
287,Mapillary Community Forum,https://forum.mapillary.com/,ACTIVE,75,,en,LOCAL_REGIONAL,LOCAL_REGIONAL,LOCAL_REGIONAL,2026-08-26
288,Open Technology Fund,https://we.opentech.fund/,ACTIVE,75,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS; ENGINEERING,OTHER,2026-08-26
289,PIX4D Community - The PIX4D Community aims to gather all our users and offer them a platform for exchanging and sharing their experiences about PIX4D Solutions,https://community.pix4d.com/,ACTIVE,75,,en,AGRICULTURE_GARDENING,AGRICULTURE_GARDENING; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
290,RapidWeaver Elements Forum - Elements Forum,https://forums.realmacsoftware.com/,ACTIVE,75,,en,WEB_HOSTING_DOMAINS,WEB_HOSTING_DOMAINS,OTHER,2026-08-26
291,"Rapyd Community - Changing the way developers around the world build applications that send, receive, and hold money.",https://community.rapyd.net/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
292,"Sendbird Community - Join Sendbird experts online to ask questions, discuss projects, and help one another",https://community.sendbird.com/,ACTIVE,75,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
293,TourRadar Community,https://community.tourradar.com/,ACTIVE,75,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION,OTHER,2026-08-26
294,Trakt Forums,https://forums.trakt.tv/,ACTIVE,75,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE,OTHER,2026-08-26
295,TrustedHousesitters Community Forum,https://forum.trustedhousesitters.com/,ACTIVE,75,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION; ANIMALS_PETS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
296,"Typst Forum - Q&A and threads about Typst, the technical writing platform",https://forum.typst.app/,ACTIVE,75,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,2026-08-26
297,Wyze Forum,https://forums.wyze.com/,ACTIVE,75,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
298,한컴디벨로퍼 포럼,https://forum.developer.hancom.com/,ACTIVE,75,,ko,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
299,Algorand - Algorand announcements and governance discussions.,https://forum.algorand.co/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
300,Balancer,https://forum.balancer.fi/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
301,Clark Howard Community - All things money,https://community.clark.com/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; FINANCE_INVESTING_BANKING; TECHNOLOGY_SOFTWARE; TRAVEL_EXPAT_IMMIGRATION; AUTOMOTIVE,OTHER,2026-08-26
302,Dataquest Community,https://community.dataquest.io/,ACTIVE,74,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; AI_DATA; EDUCATION_STUDENTS; SCIENCE,OTHER,2026-08-27
303,DHIS2 Community,https://community.dhis2.org/,ACTIVE,74,,ar,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; EDUCATION_STUDENTS; HEALTH_MEDICINE,OTHER,2026-08-26
304,dinarevaluation.foroactivo.com,https://dinarevaluation.foroactivo.com/,ACTIVE,74,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,INDEPENDENT,2026-08-26
305,Ecologists Collaborating Online - The science & practice of ecology,https://discourse.esa.org/,ACTIVE,74,,en,SCIENCE,SCIENCE,OTHER,2026-08-26
306,Flarum Community,https://discuss.flarum.org/,ACTIVE,74,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-27
307,"Forum HomeExchange - Discover experiences, tips, questions, and ideas from HomeExchange community",https://forum.homeexchange.com/,ACTIVE,74,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION; ANIMALS_PETS; NEWS_POLITICS_SOCIETY,Q_AND_A,2026-08-26
308,FreeRTOS Community Forums - The FreeRTOS Community Forums,https://forums.freertos.org/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
309,gorillazmxla.foroactivo.com,https://gorillazmxla.foroactivo.com/,ACTIVE,74,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,2026-08-26
310,GraphHopper Forum,https://discuss.graphhopper.com/,ACTIVE,74,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
311,Gumloop,https://forum.gumloop.com/,ACTIVE,74,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
312,homestead-naturally.foroactivo.com,https://homestead-naturally.foroactivo.com/,ACTIVE,74,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; ANIMALS_PETS; FOOD_COOKING,INDEPENDENT,2026-08-26
313,Homey Community Forum,https://community.homey.app/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
314,Joplin Forum - Joplin Forum,https://discourse.joplinapp.org/,ACTIVE,74,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
315,MindStudio,https://community.mindstudio.ai/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
316,Pimoroni Buccaneers,https://forums.pimoroni.com/,ACTIVE,74,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; EDUCATION_STUDENTS,OTHER,2026-08-26
317,Playdate Developer Forum - Learn all about developing for Playdate.,https://devforum.play.date/,ACTIVE,74,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
318,Royal Osteoporosis Society Online Community,https://community.theros.org.uk/,ACTIVE,74,,en,HEALTH_MEDICINE,HEALTH_MEDICINE; PARENTING_FAMILY; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
319,Sigma Community,https://community.sigmacomputing.com/,ACTIVE,74,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
320,"Talk in the Forum of the Arolsen Archives - Stand up for respect, diversity, and democracy",https://talk.arolsen-archives.org/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
321,TidBITS Talk,https://talk.tidbits.com/,ACTIVE,74,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
322,TRAE 官方中文社区,https://forum.trae.cn/,ACTIVE,74,,zh,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
323,Vaadin Forum - Java developer discussions,https://vaadin.com/forum,ACTIVE,74,,zh,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
324,YIMBY Forums,https://forum.newyorkyimby.com/,ACTIVE,74,,,CONSTRUCTION,CONSTRUCTION,OTHER,2026-08-26
325,4D Forum,https://discuss.4d.com/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-27
326,Aerospike Community Forum,https://discuss.aerospike.com/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; BUSINESS_ENTREPRENEURSHIP; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
327,American Homebrewers Association® Forum,https://forum.homebrewersassociation.org/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; SCIENCE; TRAVEL_EXPAT_IMMIGRATION; HOME_DIY; FOOD_COOKING,OTHER,2026-08-26
328,aqualifestyle-world.forumactif.org,https://aqualifestyle-world.forumactif.org/,ACTIVE,73,global,en,AGRICULTURE_GARDENING,AGRICULTURE_GARDENING; ANIMALS_PETS,INDEPENDENT,2026-08-26
329,Aseprite Community,https://community.aseprite.org/,ACTIVE,73,,en,CREATIVE_DESIGN,CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
330,Car Talk Community,https://community.cartalk.com/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; ECOMMERCE_MARKETPLACES; AUTOMOTIVE,OTHER,2026-08-26
331,Celigo Connective - Dynamic community for Celigo users,https://connective.celigo.com/,ACTIVE,73,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP,OTHER,2026-08-26
332,Crystal Forum - The Crystal Programming Language Forum,https://forum.crystal-lang.org/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
333,Delta Chat,https://support.delta.chat/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
334,Dremio,https://community.dremio.com/,ACTIVE,73,,zh,EDUCATION_STUDENTS,EDUCATION_STUDENTS,EDUCATION_COMMUNITY,2026-08-26
335,Flow Community,https://forum.flow.com/,ACTIVE,73,,en,CRYPTO_WEB3,CRYPTO_WEB3; PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; CONSTRUCTION,OTHER,2026-08-26
336,Forum juridique Juritravail : Posez votre question juridique,https://forum.juritravail.com/,ACTIVE,73,,fr,ANIMALS_PETS,ANIMALS_PETS,OTHER,2026-08-26
337,Funnelish Community,https://community.funnelish.com/,ACTIVE,73,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; CONSTRUCTION,OTHER,2026-08-26
338,greytHR Community,https://community.greythr.com/,ACTIVE,73,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; TRANSPORT_LOGISTICS; FOOD_COOKING,Q_AND_A,2026-08-26
339,Haxe Community - Discussions about Haxe,https://community.haxe.org/,ACTIVE,73,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
340,Icinga Community,https://community.icinga.com/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
341,Katalon Community - Katalon's Official Discussion Forum,https://forum.katalon.com/,ACTIVE,73,,en,BUSINESS_ENTREPRENEURSHIP,BUSINESS_ENTREPRENEURSHIP; CAREERS_HR_RECRUITMENT; CONSUMER_DEALS_REVIEWS,PROFESSIONAL_COMMUNITY,2026-08-26
342,Microsoft MakeCode - Bring computer science to life,https://forum.makecode.com/,ACTIVE,73,,,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; SCIENCE,OTHER,2026-08-26
343,MOBOTIX Community,https://community.mobotix.com/,ACTIVE,73,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
344,ODK Forum,https://forum.getodk.org/,ACTIVE,73,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES,OTHER,2026-08-26
345,"OpenRefine - A free, open source, powerful tool for working with messy data.",https://forum.openrefine.org/,ACTIVE,73,,zh,SPORTS_FITNESS,SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
346,Osmosis Community Hall - Osmosis Chain Governance Forum,https://forum.osmosis.zone/,ACTIVE,73,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
347,Particle - Particle's Official Community,https://community.particle.io/,ACTIVE,73,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,2026-08-26
348,Passbolt community forum,https://community.passbolt.com/,ACTIVE,73,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
349,Penpot Community,https://community.penpot.app/,ACTIVE,73,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS,OTHER,2026-08-26
350,phpvms forum,https://forum.phpvms.net/,ACTIVE,73,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
351,Robot Framework - Robot Framework Community,https://forum.robotframework.org/,ACTIVE,73,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
352,ScyllaDB Community NoSQL Forum - Explore NoSQL topics as you learn from the ScyllaDB community,https://forum.scylladb.com/,ACTIVE,73,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS,EDUCATION_COMMUNITY,2026-08-26
353,Sidetmedord - På Sidetmedord kan du skrive anonymt med en av våre veiledere om hva som helst.,https://sidetmedord.mentalhelse.no/,ACTIVE,73,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
354,SocialHub - ActivityPub Special Interest Group,https://socialhub.activitypub.rocks/,ACTIVE,73,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
355,The Stan Forums,https://discourse.mc-stan.org/,ACTIVE,73,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
356,Tiled Forum,https://discourse.mapeditor.org/,ACTIVE,73,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
357,Trading 212 Community,https://community.trading212.com/,ACTIVE,73,,en,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING,OTHER,2026-08-26
358,Zorin Forum - Get help with Zorin OS from the community.,https://forum.zorin.com/,ACTIVE,73,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS,HOBBY_COMMUNITY,2026-08-26
359,3D Slicer Community,https://discourse.slicer.org/,ACTIVE,72,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
360,Allen Brain Map Community Forum,https://community.brain-map.org/,ACTIVE,72,,en,SCIENCE,SCIENCE,OTHER,2026-08-26
361,AVForums,https://avforums.com/forums,ACTIVE,72,,en,MUSIC_ENTERTAINMENT_CULTURE,MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY; CONSUMER_DEALS_REVIEWS,OTHER,2026-08-27
362,BeraHub,https://forum.berachain.com/,ACTIVE,72,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
363,"CoW DAO - CoW DAO is focused on fair and decentralized trading systems — in particular, building CoW Protocol, CoW Swap & MEV Blocker.",https://forum.cow.fi/,ACTIVE,72,,zh,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING,OTHER,2026-08-26
364,Directus Community,https://community.directus.com/,ACTIVE,72,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
365,"EigenLayer Forum - Discussions about EigenLayer’s ecosystem, governance, and protocol research.",https://forum.eigenlayer.xyz/,ACTIVE,72,,en,CRYPTO_WEB3,CRYPTO_WEB3; CYBERSECURITY_IT,OTHER,2026-08-26
366,Emerging Threats,https://community.emergingthreats.net/,ACTIVE,72,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
367,FMOD Forums,https://qa.fmod.com/,ACTIVE,72,,zh,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
368,Freeletics Forum - Place for Free Athletes to come together and support each other,https://forum.freeletics.com/,ACTIVE,72,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,Q_AND_A,2026-08-26
369,Galaxy Community Help,https://help.galaxyproject.org/,ACTIVE,72,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
370,Le Forum de Finance Héros - Posez vos questions à des experts,https://forum.finance-heros.fr/,ACTIVE,72,,,FINANCE_INVESTING_BANKING,FINANCE_INVESTING_BANKING; CRYPTO_WEB3; ANIMALS_PETS,OTHER,2026-08-26
371,"Modular - Enable AI to be used by anyone, anywhere",https://forum.modular.com/,ACTIVE,72,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
372,Papara Topluluk - Papara Topluluk'a Hoş Geldin,https://topluluk.papara.com/,ACTIVE,72,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
373,ResetEra,https://resetera.com/,ACTIVE,72,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,2026-08-27
374,"RootsMagic Community - Ask, Share, Discuss",https://community.rootsmagic.com/,ACTIVE,72,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; PARENTING_FAMILY; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
375,"ShipHero Community - Learn, Ask, Share & Build",https://community.shiphero.com/,ACTIVE,72,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
376,Sierra Wireless Forum - Sierra Wireless forum,https://forum.sierrawireless.com/,ACTIVE,72,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
377,"Stessa Community - Investors who ask, learn, and succeed together",https://community.stessa.com/,ACTIVE,72,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,Q_AND_A,2026-08-26
378,T Nation by Biotest - The Community for Enhanced Fitness,https://t-nation.com/,ACTIVE,72,,en,SPORTS_FITNESS,SPORTS_FITNESS; MUSIC_ENTERTAINMENT_CULTURE; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
379,TRON DAO Forum - A TRON community forum,https://forum.trondao.org/,ACTIVE,72,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
380,Yugabyte Community Forum,https://forum.yugabyte.com/,ACTIVE,72,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,OTHER,2026-08-26
381,Zeek - The Zeek network security monitor community,https://community.zeek.org/,ACTIVE,72,,en,CYBERSECURITY_IT,CYBERSECURITY_IT,OTHER,2026-08-26
382,Blender Artists Community - The home of the Blender 3D community.,https://blenderartists.org/,ACTIVE,71,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; SCIENCE; CREATIVE_DESIGN,OTHER,2026-08-26
383,CLARIN,https://forum.clarin.eu/,ACTIVE,71,,en,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT,OTHER,2026-08-26
384,Collabora Online,https://forum.collaboraonline.com/,ACTIVE,71,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
385,DrivenData Community,https://community.drivendata.org/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; AI_DATA; EDUCATION_STUDENTS; SCIENCE; ENGINEERING,INDUSTRY_COMMUNITY,2026-08-26
386,Duplicati,https://forum.duplicati.com/,ACTIVE,71,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
387,FIC Forum,https://forum.ic.org/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
388,Funcom Forums,https://forums.funcom.com/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
389,HitPaw - HitPaw Official Community,https://community.hitpaw.com/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,2026-08-26
390,Internet Computer Developer Forum - Internet Computer Dev Forum,https://forum.dfinity.org/,ACTIVE,71,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT; EDUCATION_STUDENTS,OTHER,2026-08-26
391,JUCE - JUCE Forum,https://forum.juce.com/,ACTIVE,71,,zh,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
392,Liquibase - Liquibase Forum | Liquibase.org,https://forum.liquibase.org/,ACTIVE,71,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; CAREERS_HR_RECRUITMENT; NEWS_POLITICS_SOCIETY,OTHER,2026-08-26
393,"Niantic Spatial SDK Community - Join conversations with other Niantic Spatial developers, share your work, and blaze new trails in AR.",https://community.nianticspatial.com/,ACTIVE,71,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,2026-08-26
