id,name,website,country,marketplace_type,also_covers,seller_types,cost,operator,current_status,note
mp-ch-anibis,anibis.ch,https://www.anibis.ch/,switzerland,general-classifieds,vehicles,both,freemium,,unknown,A Swiss classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ch-tutti,tutti.ch,https://www.tutti.ch/,switzerland,general-classifieds,property; vehicles,both,freemium,,unknown,A leading Swiss classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-tw-591,591,https://www.591.com.tw/,taiwan,property,,both,paid,,active,"Taiwan's main property marketplace, where agents hold public listings."
mp-tw-8891,8891,https://www.8891.com.tw/,taiwan,vehicles,,both,paid,,active,"Taiwan's main vehicle marketplace, where dealers hold public pages."
mp-tw-ruten,Ruten,https://www.ruten.com.tw/,taiwan,auctions,general-classifieds,both,freemium,,active,"Taiwan's largest online marketplace, where sellers hold public shops."
mp-tz-jiji,Jiji Tanzania,https://jiji.co.tz/,tanzania,general-classifieds,property; vehicles,both,freemium,Jiji Group,unknown,Tanzania's leading classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-th-ddproperty,DDproperty,https://www.ddproperty.com/,thailand,property,,both,paid,PropertyGuru Group,active,"Thailand's main property marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-th-kaidee,Kaidee,https://www.kaidee.com/,thailand,general-classifieds,property; vehicles,both,freemium,,active,Thailand's leading classifieds marketplace.
mp-th-one2car,One2car,https://www.one2car.com/,thailand,vehicles,,both,paid,,active,"A Thai vehicle marketplace where dealers hold public pages. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-th-tarad,TARAD,https://www.tarad.com/,thailand,general-classifieds,,business,paid,,active,A Thai online marketplace where merchants hold public storefronts.
mp-th-taladrod,TaladRod,https://www.taladrod.com/,thailand,vehicles,,both,paid,,active,A Thai vehicle marketplace where dealers hold public listings.
mp-tn-automobiletn,Automobile.tn,https://www.automobile.tn/,tunisia,vehicles,,both,unknown,,active,A Tunisian vehicle marketplace carrying new-car prices alongside used-car listings by governorate. Its own seller filter separates professionals from private sellers and shows both in volume; publishing requires an account and the cost is not stated.
mp-tn-tayara,Tayara,https://www.tayara.tn/,tunisia,general-classifieds,property; services; vehicles,both,free,,active,"Tunisia's main classifieds marketplace, covering vehicles, property, electronics and household goods. It states that posting a listing is free, and separates private sellers from professionals, who can run branded shops."
mp-tr-arabam,Arabam.com,https://www.arabam.com/,turkey,vehicles,,both,paid,,unknown,"The main Turkish vehicle marketplace, where dealers hold public pages. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown."
mp-tr-hepsiemlak,Hepsiemlak,https://www.hepsiemlak.com/,turkey,property,,both,paid,,unknown,A major Turkish property marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-tr-sahibinden,Sahibinden,https://www.sahibinden.com/,turkey,general-classifieds,jobs; property; vehicles,both,freemium,,unknown,Turkey's dominant classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (captcha); a browser check is needed by a person and the status stays unknown.
mp-ug-brightermonday,BrighterMonday Uganda,https://www.brightermonday.co.ug/,uganda,jobs,,business,paid,,active,"Uganda's leading job marketplace, where employers hold public company pages. A separate site and account from BrighterMonday Kenya."
mp-ug-jiji,Jiji Uganda,https://jiji.ug/,uganda,general-classifieds,property; vehicles,both,freemium,Jiji Group,unknown,Uganda's leading classifieds marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-ua-autoria,AUTO.RIA,https://auto.ria.com/,ukraine,vehicles,,both,freemium,,active,"Ukraine's largest vehicle marketplace, where dealers hold public pages."
mp-ua-olx,OLX Ukraine,https://www.olx.ua/,ukraine,general-classifieds,jobs; property; services; vehicles,both,freemium,OLX Group,active,Ukraine's dominant classifieds marketplace.
mp-ua-prom,Prom.ua,https://www.prom.ua/,ukraine,b2b,general-classifieds,business,freemium,,active,"Ukraine's largest marketplace, where businesses hold public company storefronts."
mp-ua-ria,RIA.com,https://www.ria.com/,ukraine,general-classifieds,property; vehicles,both,freemium,,active,"A Ukrainian classifieds network covering vehicles, property and goods."
mp-ae-dubicars,DubiCars,https://www.dubicars.com/,united-arab-emirates,vehicles,,both,paid,,active,"A UAE vehicle marketplace that describes itself as the country’s largest automotive portal with 30,000+ verified new and used cars, carrying dealer stock alongside verified private sellers. Its sell-your-car page advertises pricing plans and ""transparent rates"", so publishing is paid."
mp-ae-opensooq,OpenSooq UAE,https://ae.opensooq.com/,united-arab-emirates,general-classifieds,jobs; property; services; vehicles,both,free,OpenSooq,active,"The UAE site of OpenSooq, the Arabic-language classifieds platform that says on its own about page that it runs in 20 countries with more than 120 buying and selling sections. It states free ad posting and carries cars, property, jobs and services."
mp-ae-propertyfinder,Property Finder,https://www.propertyfinder.ae/,united-arab-emirates,property,,business,unknown,,active,"The UAE's main property portal, covering Dubai, Abu Dhabi, Sharjah and Ajman for both sale and rent. Listings are held by real-estate agencies, which the site surfaces through its own agent directory; no private-seller route and no published subscription price were found."
mp-uk-freeads,Freeads,https://www.freeads.co.uk/,united-kingdom,general-classifieds,vehicles,both,freemium,,unknown,A UK free classifieds site. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-uk-gumtree,Gumtree,https://www.gumtree.com/,united-kingdom,general-classifieds,jobs; property; vehicles,both,freemium,Adevinta,active,"The main UK classifieds marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-uk-preloved,Preloved,https://www.preloved.co.uk/,united-kingdom,general-classifieds,,both,freemium,,active,A UK classifieds marketplace for goods and services.
mp-us-1stdibs,1stDibs,https://www.1stdibs.com/,united-states,general-classifieds,,business,paid,,active,"A US marketplace for antique and design dealers, who hold public storefronts."
mp-us-5miles,5miles,https://www.5miles.com/,united-states,second-hand,,both,freemium,,unknown,A US local marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (access-denied); a browser check is needed by a person and the status stays unknown.
mp-us-abebooks,AbeBooks,https://www.abebooks.com/,united-states,b2b,general-classifieds,business,paid,,active,An international marketplace where independent booksellers hold public storefronts.
mp-us-adpost,Adpost,https://www.adpost.com/,united-states,general-classifieds,,both,freemium,,active,An international classifieds platform with a large US section.
mp-us-apartments,Apartments.com,https://www.apartments.com/,united-states,property,,business,paid,,unknown,A major US rental property marketplace. [accessibility:2026-08-14] an automated browser check was refused by the site (access-denied); a browser check is needed by a person and the status stays unknown.
mp-us-bookoo,Bookoo,https://www.bookoo.com/,united-states,second-hand,,both,free,,active,"A US community marketplace, historically strongest around military communities."
mp-us-bringatrailer,Bring a Trailer,https://bringatrailer.com/,united-states,auctions,vehicles,both,paid,,active,A US collector vehicle auction marketplace.
mp-us-cargurus,CarGurus,https://www.cargurus.com/,united-states,vehicles,,both,paid,,unknown,A major US vehicle marketplace where dealers hold public dealer pages. [accessibility:2026-08-14] an automated browser check was refused by the site (the browser could not open the site at all); a browser check is needed by a person and the status stays unknown.
mp-us-cars,Cars.com,https://www.cars.com/,united-states,vehicles,,both,paid,,unknown,A major US vehicle marketplace where dealers hold public dealer pages. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-us-chairish,Chairish,https://www.chairish.com/,united-states,general-classifieds,,both,paid,,active,A US vintage furniture and design marketplace with public seller shops.
mp-us-classifiedads,ClassifiedAds.com,https://www.classifiedads.com/,united-states,general-classifieds,jobs; property; vehicles,both,free,,active,A free US classifieds platform.
mp-us-craigslist,Craigslist,https://www.craigslist.org/,united-states,general-classifieds,jobs; property; services; vehicles,both,freemium,,active,"The dominant US classifieds platform. It runs several hundred city sites, but they are one platform and one account, so this is one row rather than one per city."
mp-us-depop,Depop,https://www.depop.com/,united-states,fashion-resale,,both,freemium,,active,"A fashion resale marketplace with public seller shops. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-etsy,Etsy,https://www.etsy.com/,united-states,auctions,general-classifieds,both,paid,,unknown,A US handmade and vintage marketplace where sellers hold public shops. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown.
mp-us-faire,Faire,https://www.faire.com/,united-states,b2b,,business,freemium,,active,A wholesale marketplace where brands hold public public-facing storefronts for retail buyers.
mp-us-geebo,Geebo,https://www.geebo.com/,united-states,general-classifieds,jobs; property; vehicles,both,freemium,,active,"A US classifieds site covering jobs, property and vehicles."
mp-us-hoobly,Hoobly,https://www.hoobly.com/,united-states,general-classifieds,,both,freemium,,unknown,A US classifieds platform. [accessibility:2026-08-14] an automated browser check was refused by the site (http 403); a browser check is needed by a person and the status stays unknown.
mp-us-ksl,KSL Classifieds,https://www.ksl.com/classifieds/,united-states,general-classifieds,jobs; property; vehicles,both,freemium,,active,"A major regional US classifieds platform serving Utah and the Mountain West. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-locanto,Locanto,https://www.locanto.com/,united-states,general-classifieds,jobs; property; services,both,freemium,,unknown,An international classifieds network with a large US section. [accessibility:2026-08-14] an automated browser check was refused by the site (cloudflare-interstitial); a browser check is needed by a person and the status stays unknown.
mp-us-mercari,Mercari,https://www.mercari.com/,united-states,second-hand,,both,freemium,,active,"A major US consumer marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-nextdoor,Nextdoor,https://nextdoor.com/,united-states,general-classifieds,services,both,freemium,,active,A US neighbourhood network with a for-sale section and business pages.
mp-us-offerup,OfferUp,https://www.offerup.com/,united-states,general-classifieds,vehicles,both,freemium,,active,"A major US local buy-and-sell marketplace, which absorbed letgo. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-oodle,Oodle,https://www.oodle.com/,united-states,general-classifieds,property; vehicles,both,freemium,,active,"A US classifieds aggregator and marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-pennysaver,PennySaver USA,https://www.pennysaverusa.com/,united-states,general-classifieds,,both,freemium,,active,A US local classifieds and coupons platform.
mp-us-poshmark,Poshmark,https://poshmark.com/,united-states,fashion-resale,,both,freemium,,active,A US fashion resale marketplace where sellers hold public closets.
mp-us-reverb,Reverb,https://www.reverb.com/,united-states,general-classifieds,,both,paid,,active,"A US musical instrument marketplace where shops hold public storefronts. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-rubylane,Ruby Lane,https://www.rubylane.com/,united-states,general-classifieds,,business,paid,,active,A US antiques and collectibles marketplace where dealers hold public shops.
mp-us-storenvy,Storenvy,https://www.storenvy.com/,united-states,general-classifieds,,business,freemium,,active,A US marketplace where independent brands hold public storefronts.
mp-us-varagesale,VarageSale,https://www.varagesale.com/,united-states,second-hand,,both,free,,active,A North American community buy-and-sell marketplace with verified members.
mp-us-zillow,Zillow,https://www.zillow.com/,united-states,property,,both,paid,,active,"The largest US property marketplace, where agents hold public listings. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-us-ebay,eBay,https://www.ebay.com/,united-states,auctions,general-classifieds; vehicles,both,freemium,,active,"The largest US auction and fixed-price marketplace, where businesses hold public seller shops."
mp-ve-mercadolibre,Mercado Libre Venezuela,https://www.mercadolibre.com.ve/,venezuela,general-classifieds,vehicles,both,freemium,Mercado Libre,active,"The dominant Venezuelan marketplace, where sellers hold public storefronts."
mp-ve-tuinmueble,TuInmueble,https://www.tuinmueble.com/,venezuela,property,,both,paid,,active,A Venezuelan property marketplace where agents hold public listings.
mp-vn-alonhadat,Alonhadat,https://www.alonhadat.com.vn/,vietnam,property,,both,freemium,,active,A Vietnamese property marketplace.
mp-vn-batdongsan,Batdongsan,https://batdongsan.com.vn/,vietnam,property,,both,paid,,active,"Vietnam's main property marketplace. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-vn-chotot,Chợ Tốt,https://www.chotot.com/,vietnam,general-classifieds,property; vehicles,both,freemium,,active,Vietnam's leading classifieds marketplace.
mp-vn-muaban,Muaban.net,https://muaban.net/,vietnam,general-classifieds,jobs; property; vehicles,both,freemium,,active,"A Vietnamese classifieds portal. [accessibility:2026-08-14] the site loads and serves its own content, checked in a browser."
mp-vn-vieclam24h,Việc Làm 24h,https://www.vieclam24h.vn/,vietnam,jobs,,business,paid,,active,A Vietnamese job marketplace where employers hold public company pages.
mp-zw-propertybook,Propertybook,https://www.propertybook.co.zw/,zimbabwe,property,,both,paid,,active,"Zimbabwe's main property marketplace, where registered estate agencies hold public listings."
